HABERLER,ETIKET
Fatih'te sokak ortasında kavga ettiği Faslı Ayoub Abid'i bıçaklayarak öldüren Cezayir uyruklu Smail Loucif güvenlik kameraları tarafından görüntülenince yakayı ele verdi. ,Yaşam
Erzincan'da üniversite öğrencilerini kandırarak terör örgütü PKK'nın dağ kadrosuna götürdükleri iddia edilen iki kişi polisin nefes kesen operasyonuyla yakalandı,Yaşam
Özel harekat polislerinden mahalleye operasyon,Yaşam
Ünlü oyuncu ve 10 kişi narkotik operasyonunda gözaltında,Yaşam
Siirt'te polise saldırı: 1 şehit,Yaşam
Nazımiye' de polis otosunun geçişi sırasında mayın patladı; 2 polis şehit oldu. ,Yaşam
"Ankara'da 3 gece kulübüne yapılan silahlı saldırıda 1 kişi öldü, 2 kişi de yaralandı. ",Yaşam
İsrail'in Gazze'ye düzenlediği hava saldırısında Hamas'ın askeri lideri Ahmet Caberi öldürüldü.,Yaşam
Beyin uzmanı beyin kanamasından öldü,Yaşam
"Antalya'da feci kaza... İçinde 2 kişinin bulunduğu microlight uçak, Kundu'da ormanlık alanda düştü. Pilot Yusuf Karaoğlu (55) ile Alman Mark Paris (50) hayatını kaybetti",Yaşam
İSTANBUL Ataköy'de otomobilinin içinde silahlı saldırıya uğrayan işadamı Ömer Satın'ın ölümüyle ilgili ayrıntılar ortaya çıktı.,Yaşam
Kazada Ölen Denizli Cumhuriyet Başsavcısına Sosyal Medyadan Saldıran Avukat Tutuklandı,Yaşam
Fatih'te 3 katlı ahşap evde çıkan yangında Suriyeli bir ailenin 3 yaşındaki bebeği yanarak feci şekilde can verdi.,Yaşam
Hindistan'ın başkenti Yeni Delhi'deki hayvanat bahçesinde beyaz kaplanın saldırdığı genç öldü.,Yaşam
Anne ile babaları bir dakika arayla gözleri önünde kazada can verdi,Yaşam
İngiltere'nin başkenti Londra'da Leytonstone metro istasyonunda meydana gelen bıçaklı saldırıda biri ağır üç kişi yaralandı.,Yaşam
Adana'da 8 yıl önce geçirdiği beyin kanaması sonucu yatalak kalan ve konuşamayan bir kişi evde başı çekiçle ezilerek öldürülmüş halde bulundu. ,Yaşam
Pitbull 9 yaşındaki kız çocuğunu öldürdü,Yaşam
Bursa'da bir kişi patronunu satırla doğrayıp cesedini parçalayarak ormanlık alana attı.,Yaşam
Kadıköy'de lüks bir otomobil içerisinde erkek cesedi bulundu,Yaşam
Sosyal medyadan duyurup intihar etti,Yaşam
Beykoz'da yol kenarında 19 yaşındaki üniversite öğrencisinin cesedi bulundu.,Yaşam
Kayıp Galericinin Cesedi Toprağa Gömülü Bulundu,Yaşam
"Çatıdan sarkıttığı iple evine girmeye çalıştığı sırada dördüncü kattan düştüğü öne sürülen kişi, hastanedeki yaşam mücadelesini kaybetti",Yaşam
Tire ilçesinde bulunan cesedin 13 gündür haber alınamayan kişiye ait olduğu belirlendi,Yaşam
Çanakkale'de dün akşam saatlerinde kayıp olan bir kişinin cansız bedeni boğazdan çıkarıldı.,Yaşam
"Ankara'da 3 gece kulübüne yapılan silahlı saldırıda 1 kişi öldü, 2 kişi de yaralandı.",Yaşam
Zonguldak'ta “Vali” lakaplı uyuşturucu satıcısına yapılan operasyonda 165 adet uyuşturucu özelliği olan ve bağımlılık yapan extacy hap ele geçirildi.,Yaşam
"İstanbul Emniyet Müdürlüğü Güvenlik Şube Müdürlüğü'ne bağlı ekipler, sabahın erken saatlerinde sahte ilaç yaparak piyasaya süren bir şebekeye operasyon düzenledi. ",Yaşam
İstanbul polisi önceki gün Bahçelievler ilçesinde meydana gelen karakol saldırısının hemen ardından kent genelinde operasyon düzenledi. Operasyonlarda çok sayıda kişinin gözaltına alındığı öğrenildi.,Yaşam
"Kayseri'de başıboş bırakılan bir maymun iki genç kızı yaralayan maymun, polis ve belediye ekiplerinin operasyonu sonrasında uyuşturucu tabanca ile vurularak yakalanabildi.",Yaşam
Lisede arkadaşlarının gözleri önünde korkunç ölüm!,Yaşam
"Bursa'da meydana gelen trafik kazasında iki kişi feci şekilde hayatını kaybederken, iki kişi ise ağır yaralı olarak hastaneye kaldırıldı. ",Yaşam
Antalya'nın Muratpaşa ilçesi Lara bölgesindeki ormanlık alana paraşütlü planör düştü. Kazada iki kişi hayatını kaybetti.,Yaşam
"MANİSA'da bir fabrikada çalışan 33 yaşındaki Ertan Çetinkaya, yalnız yaşadığı evinde ölü bulundu. ",Yaşam
Newtown kentinde öğlen saatlerinde ilkokula giren silahlı kişi dehşet saçtı. Rastgele açılan ateş sonucu 20'si çocuk 26 kişi öldü ,Yaşam
"Ankara polisi, bu sabah yılbaşı öncesinde kanlı eylem yapma hazırlığı içinde oldukları değerlendirilen iki canlı bombayı yakaladı. ",Yaşam
İmam uyuşturucu sevkiyatında yakalandı,Yaşam
Çaldıkları parayla selfie çektiren hırsızlık çetesi yakalandı,Yaşam
İstanbul'da kontrolden çıkan özel halk otobüsü kaldırıma yuvarlandı. Otobüsün içindeki 6 yolcu yaralandı.,Yaşam
"3 ay içerisinde 3 milyon liralık hırsızlık yapan 16 kişilik çete, polis ekiplerinin başarılı operasyonuyla gözaltına alındı.",Yaşam
"Adıyaman'da, otomobilin çarptığı güvenlik korucusu 37 yaşındaki Sait Bahçeci, yaşamını yitirdi.",Yaşam
Kadıköy'de bir kişi aracında ölü bulundu,Yaşam
"Polisin 3 ayrı operasyonu ile toplam 163 kilo 942 gram eroin ele geçirilirken, 6 kişi tutuklandı.",Yaşam
"Çanakkale'nin Gelibolu ilçesinde hırsızlık suçundan hüküm giyen İzzet Çınar, adliyeden kelepçeli şekilde kaçtıktan 2 saat sonra yakalandı.",Yaşam
Beyoğlu'nda okulun penceresinden atlayan öğrenci öldü,Yaşam
Yakınlarının 130 yaşında olduğunu söylediği Şahi Tayurak evinde ölü bulundu.,Yaşam
"İran'da depremin bilançosu gün geçtikçe artıyor. Büyük yıkımın yaşandığı bölgede ölü sayısı 450'ye, yaralı sayısı ise 7 bine yükseldi.",Yaşam
Şanlıurfa'da aralarındaki para anlaşmazlığı yüzünden kavga eden kardeşlerden biri hayatını kaybederken diğeri hastaneye kaldırıldı.,Yaşam
İdlib gerginliği azaltma bölgesi içinde yer alan Etarib ilçesinde pazar yerine düzenlenen hava saldırısında en az 53 kişi hayatını kaybetti.,Yaşam
"ABD'ye bağlı koalisyon uçakları, Suriye'nin Deyrizor kentinde sivillerin üzerine bomba yağdırdı. 10 kişi hayatını kaybetti.",Yaşam
"Şırnak Valiliği, Bestler-Dereler bölgesinde sürdürülen operasyonda bu sabah saatlerinde PKK'lı 3 teröristin ölü ele geçirildiğini açıkladı.",Yaşam
Avustralya'nın Sydney kentinde kontrolden çıkan bir otomobilin sınıfa girmesi sonucu 2 öğrenci yaşamını yitirdi.,Yaşam
"PKK'ya yönelik operasyonda yaralanan İlçe Jandarma Asayiş Komando Bölük Komutan Vekili Üsteğmen Sakallı, şehit düştü.",Yaşam
"Çin'de bir kadın şoför, kontrolünü kaybettiği arabası ile iki kadına çarptı. Ölümcül kazada kadınlar şans eseri yaralı olarak kurtuldu.",Yaşam
İran'da yolcu otobüsü devrildi; 13 ölü,Yaşam
"Vietnam'ın orta ve güney kesimlerini etkileyen Damrey tayfununda 20 kişinin öldüğü, 17 kişinin kaybolduğu bildirildi.",Yaşam
Bostancı'da midibüs devrildi: 3 ölü 17 yaralı,Yaşam
"Hindistan'da Ganj Nehri kıyısında düzenlenen dini tören sırasında çıkan izdihamda ilk belirlemelere göre 3 kişi öldü, 6 kişi yaralandı.",Yaşam
Yunanistan'ın başkenti Atina'nın batısındaki kasabaları vuran sel 10 kişinin yaşamını yitirmesine neden oldu. ,Yaşam
"Ağrı'nın Eleşkirt ilçesi kırsalında, güvenlik güçleriyle bir grup terörist arasında çıkan çatışmada bir uzman çavuş şehit düştü.",Yaşam
Galata Köprüsü'nde balık tutan vatandaşlar erkek cesedi buldu,Yaşam
Meksika'da aralarında 2010 yılında 72 Güney Amerikalı göçmenin ölümü olmak üzere çok sayıda cinayet ve adam kaçırma olayının şüphelisi olarak aranan Zetas uyuşturucu karteli lideri Martiniano Jaramillo güvenlik güçlerince yakalandı.,Yaşam
Şırnak kırsalında saldırı hazırlığında olduğu belirlenen silahlı 4 terörist dün gerçekleştirilen hava harekatıyla etkisiz hale getirildi.,Yaşam
"İstanbul'da büyük bir uyuşturucu operasyonu düzenlendi ve operasyonda 2,5 milyon adet uyuşturucu hap ele geçirildi.",Yaşam
Sarıyer'de birçok adrese uyuşturucu ticareti yaptığı belirlenen kişilere yönelik şafak vakti operasyon düzenlendi.,Yaşam
İstanbul'un çeşitli ilçelerinde akşam saatlerinde düzenlenen DAEŞ operasyonunda 3'ü kadın 4 kişi gözaltına alındı.,Yaşam
"Sandıklı ilçesinde otomobilin traktörle çarpışması sonucu 2 kişi hayatını kaybetti, 2 kişi yaralandı.",Yaşam
"Bursa'nın Gürsu ilçesindeki iplik-boya fabrikasında buhar kazanı patladı. Patlamada 5 işçi hayatını kaybetti, 16 kişi yaralandı. ",Yaşam
Ankara ve Manisa'da sobadan sızan gazdan zehirlenen 4 kişi hayatını kaybetti.,Yaşam
"Zonguldak'ta okulun kalorifer kazanında patlama: 1 ölü, 7 yaralı",Yaşam
"Düzce'de meydana gelen iki ayrı trafik kazasında 2 kişi hayatını kaybetti, 8 kişi yaralandı.",Yaşam
Portekiz'deki festivalde kiliseden çıkanların üzerine devrilen ağaç can kayıplarına neden oldu. Ülke basınında yer alan haberlerde 11 kişinin hayatını kaybettiği belirtiliyor. ,Yaşam
İstanbul Avcılar'da bir lisenin kantinini işleten Vasıf Kuy okulda ölü bulundu..,Yaşam
Youtube'da yayınladığı videolar ile tanınan Cem Korkmaz intihar etti..,Yaşam
Aydın'ın Efeler ilçesinde terasta baygın bulunan kişi kaldırıldığı hastanede yaşamını yitirdi..,Yaşam
Hindistan'da tarlaya sıkılan böcek ilacı 20 can aldı.,Yaşam
Kerkük'te meydana gelen iki ayrı terör saldırısında en az 5 kişi hayatını kaybetti..,Yaşam
"Adapazarı'nda, 2 aylık Ömer Halis Demir, özel bir hastanede sünnet için girdiği operasyonda yapılan anestezi sonrası yaşamını yitirdi..",Yaşam
Malatya'da annesi tarafından pencereden atıldığı iddia edilen ve yaklaşık 2 ay hastanede tedavi gören Afgan uyruklu 5 yaşındaki çocuk hayatını kaybetti.,Yaşam
"ABD'de bir ilkokulda sonlanan silahlı çatışmada, saldırgan dahil beş kişi öldü.",Yaşam
Çanakkale'de düzenlenen terör operasyonunda gözaltına alınıp adliyeye sevk edilen DEAŞ üyesi tutuklandı.,Yaşam
"SAKARYA'nın Kocaali ilçesi Demiraçma Mahallesi Muhtarı Osman Oğuzhan'ın evinde 6 kilo esrar ele geçirildi, muhtar gözaltına alındı.",Yaşam
Edirne'de yasa dışı yollardan yurt dışına çıkmaya çalışan 9 sığınmacı yakalandı,Yaşam
Kırmızı listedeki terörist öldürüldü,Yaşam
Kütahya'da hırsızlık operasyonu: 20 kişi gözaltında,Yaşam
BEYKOZ'da yol kenarında 19 yaşındaki üniversite öğrencisinin cesedi bulundu. ,Yaşam
Kadıköy'de lüks bir otomobilin içerisinde başından vurulmuş bir erkek cesedi bulundu.,Yaşam
Yola atlayan koyunlar 4 kişinin canına neden oldu,Yaşam
AKSARAY'da uyuşturucu ticareti yaptığı öne sürülen şebekeye yönelik yapılan operasyonda 7 kişi gözaltına alındı.,Yaşam
İran'da depremin bilançosu artıyor: Ölü sayısı 450'yi geçti ,Yaşam
"ABD polisi, Kaliforniya'daki bir okula silahla saldırıp 4 kişiyi katleden caninin, 43 yaşındaki Kevin Janson Neal, olduğunu duyurdu.",Yaşam
"Amerikan Futbolu Oyuncusu, Eşini Boğazını Keserek Öldürdü",Yaşam
"İkinci Defa Evlenmek İsteyen Koca, İzin Vermeyen Karısını Ateşe Verdi. 20 gün süren yaşam mücadelesini kaybeden kadın, geçtiğimiz günlerde yaşamını yitirdi.",Yaşam
"Daha önce 9 kere yakalandığı kanseri yenen tasarımcı Gözde Becerikli, Eylül ayında nüks eden hastalığı nedeniyle hayatını kaybetti.",Yaşam
Atatürk Havalimanında 46 kişinin hayatını kaybettiği terör saldırısıyla ilgili davada 6 sanık tahliye edildi.,Yaşam
"Denizli'de Cip, Park Halindeki Tır'a Çarptı: 3 Ölü ",Yaşam
Suriye'de Halep kentine bağlı Etarib ilçesinde önceki gün bir pazar yerine düzenlenen saldırıda 63 kişi hayatını kaybetti.,Yaşam
SANCAKTEPE'de boşanma davası devam eden bir çocuk annesi Selda Çelik başından vurularak öldürüldü.,Yaşam
Fatih'te sokak ortasında kavga ettiği Faslı Ayoub Abid'i bıçaklayarak öldüren Cezayir uyruklu Smail Loucif güvenlik kameraları tarafından görüntülenince yakayı ele verdi. ,Yaşam
"Kocaeli'de kaçırıldıktan sonra demirlediği Silivri'de operasyon düzenlenen ""Kartepe"" adlı deniz otobüsündeki yolcuların tahliyesine başlandı. ",Yaşam
Germencik ilçesinde zeytinlik alanda erkek cesedi bulundu,Yaşam
Irak sınırında hava operasyon: 20'den fazla ölü var...,Yaşam
"TUNCELİ'de güvenlik güçleri, PKK'nın kış üslenmesi yaptığı bölgeye, gece yarısı operasyonu düzenledi.",Yaşam
"Beyoğlu'nda yapılan operasyonla, yılbaşı öncesi piyasaya sürülmeye hazırlandığı belirtilen 130 bin adet, ünlü markaların taklidi sahte parfüm ele geçirildi",Yaşam
"PKK 'nın şehir yapılanması olduğu ileri sürülen KCK'ya yönelik olarak başlatılan operasyon kapsamında mahkemeye sevk edilen 41 kişiden 35'i tutuklandı, 6 kişi ise serbest bırakıldı",Yaşam
Cudi Dağı'nda PKK'lı teröristleri etkisiz hale getirmek için düzenlenen operasyonda bu sabah teröristlerle çıkan çatışmada 35 yaşındaki Uzman Çavuş Mehmet Bostanoğlu şehit oldu. ,Yaşam
"Bingöl'de terör örgütüne yönelik gerçekleştirilen operasyonlarda terör örgütü PKK mensubu 2 kişi yakalandı, teröristlere yardım ve yataklık ettiği iddiasıyla 3'ü muhtar 16 kişi gözaltına alındı.",Yaşam
"Irak'ta dün sabah meydana gelen 12 ayrı bombalı saldırıda 69 kişi öldü, 200 kişi de yaralandı. Bazı bombalı araçlar patlatılmadan engellendi",Yaşam
Görese Dağı'ndaki operasyon bitti: 21 terörist öldürüldü,Yaşam
'İntihar etti' denilen hamile kadını eşi öldürmüş,Yaşam
"ÇANAKKALE'nin Bayramiç İlçesi'ndeki bir bağ evine operasyon düzenleyen polis, kesilip parçalanmış 8 atın etleri ile kesilmek üzere olan bir atı ele geçirdi, 5 kişiyi gözaltına aldı. ",Yaşam
İtalya'da 16 yıldır yaşadığı kaçak hayattan sonra geçen hafta yakalanan mafya babası Michele Zagaria'yı (53) bir çift çorabın ele verdiği ortaya çıktı.,Yaşam
Suç makinelerine polis operasyonu,Yaşam
Tunceli 'nin Ovacık ilçesi Munzur dağları bölgesi Karagöl  vadisinde sabah saatlerinde başlayan  operasyonda çıkan çatışmada 4 terörist ölü ele geçirildi.,Yaşam
"Save The Children, 2015'ten bu yana iç savaşın sürdüğü Yemen'de her gün yaklaşık 130 çocuğun öldüğünü açıkladı.",Yaşam
"Eşine Pompalı Tüfekle Ateş Etti: 1 Ölü, 1 Yaralı",Yaşam
İzmir'in Bornova ilçesinde emniyet şeridinde bulunan tıra arkadan çarpan ticari taksi sürücüsü hayatını kaybetti.,Yaşam
"Yolcu Minibüsü Üst Geçidin Ayağına Çarptı: 1 Ölü, 2 Yaralı",Yaşam
Domuz gribi: 62 ölüm daha,Yaşam
Yolcu taşıma minibüsünde 7 kadın can verdi,Yaşam
"YOZGAT'ın Sorgun İlçesi'ne bağlı Bahadın Beldesi'nde, 68 yaşındaki Meryem ile 76 yaşındaki eşi Veli Keleş evlerinin banyosunda komşuları tarafından ölü bulundu.",Yaşam
"Muğla'nın Milas ilçesinde Milas Sıtkı Koçman Meslek Yüksekokulu öğrencisi Özge Nur Özdamar, evinde ölü bulundu.",Yaşam
"Zonguldak'ın Alaplı ilçesinde, ağabeyinin oynadığı tüfeğin ateş alması sonucu kalbine saçma isabet eden ilköğretim okulu öğrencisi yaşamını yitirdi.",Yaşam
Yaklaşık 3 yıldır kayıp olarak aranan kişiyi öldürüp araziye gömdüğü iddia edilen 3 şüpheli gözaltına alındı,Yaşam
Zeytinburnu'nda yolda yürüyen bir kadının çantasını çalarken güvenlik kamerasına yansıyan 2 kişi gözaltına alındı. ,Yaşam
Edirne'de yasa dışı yollardan yurt dışına çıkmaya çalışan 82 kaçak ve sığınmacı yakalandı.,Yaşam
"Korkuteli'de bir esnafa sahte para veren 2 kişi, dikkatli esnafın paranın sahte olduğunu farketmesi ve çarşı esnafının da müdahale etmesi üzerine polis tarafından yakalandı",Yaşam
"Hatay'ın Kırıkhan ilçesinde göçmen kaçakçılığı operasyonunda yasa dışı yollarla Türkiye'ye giriş yaptığı tespit edilen 25 Suriyeli göçmen yakalandı, 1 şüpheli gözaltına alındı.",Yaşam
Hakkında Kesinleşmiş Hapis Cezası Bulunan Şahıs Yakalandı,Yaşam
"Gölbaşı Belediye Zabıta Müdürlüğü ekipleri, cami önlerinde dilencilik yapanlara yönelik operasyon yaptı.",Yaşam
"Samsun'da, FETÖ/PDY yönelik operasyonda, emekli ve meslekten ihraç edilen 2 polisin yanı sıra 7 emniyet mensubu gözaltına alındı.",Yaşam
"Mersin polisi, bir sera içinde yaptığı aramada 3 bin 345 hint keneviri ele geçirdi. Olayla ilgili sera sahibi gözaltına alındı.",Yaşam
"Kocaeli merkezli 16 ilde düzenlenen operasyonda, 21'i muvazzaf asker 22 şüpheli gözaltına alındı",Yaşam
Aydın'da uyuşturucu ticareti yapanlara yönelik operasyonda gözaltına alınan 3 şüpheli tutuklandı.,Yaşam
Antalya Merkezli Uyuşturucu Operasyonu: 11 Gözaltı,Yaşam
Balık yüklü kamyonetin kamyonla çarpışması sonucu bir kişi yaşamını yitirdi,Yaşam
"Tunceli'nin Ovacık ilçesi kırsalında MİT ve Jandarma tarafından ortak yürütülen operasyonda mağarada sıkıştırılan 4 teröristin havadan helikopterlerin peş peşe ateşiyle etkisiz hale getirildiği ve 6'sı uzun namlulu 7 silah, çok sayıda mühimmat ve yaşamsal malzeme ele geçirildiği öğrenildi.",Yaşam
Yolun Karşısına Geçmek İsteyen Yaşlı Adama Otomobil Çarptı: 1 Ölü,Yaşam
"Narenciye İşçilerini Taşıyan Minibüs Kaza Yaptı: 1 Ölü, 24 Yaralı",Yaşam
"Diyarbakır İl Jandarma Komutanlığı ekipleri tarafından yapılan başarılı bir operasyonla aralarında İçişleri Bakanlığı tarafından gri listede aranan 2 teröristin de bulunduğu 1'i yaralı, 1'i sağ, 14'ü ölü olmak üzere toplam 16 terörist etkisiz hale getirildi. ",Yaşam
"Hatay'da İşçi Minibüsü Kamyonete Çarptı: 1 Ölü, 30 Yaralı",Yaşam
"Konya'da Otomobil Traktör Römorkuna Çarptı: 1 Ölü, 2 Yaradı",Yaşam
"Metruk binaya izinsiz giren kişilerin ısınmak için yaktıkları ateş nedeniyle çıktığı öne sürülen yangında bir kişi yaşamını yitirdi, bir kişi ağır yaralandı",Yaşam
"Otomobil Motosiklete Arkadan Çarptı: 1 Ölü, 1 Yaralı",Yaşam
Kocaeli'nin Gebze ilçesi D-100 karayolunda üç aracın karıştığı zincirleme trafik kazasında iki kişi hayatını kaybetti.,Yaşam
Gönüllü müezzinlik yaptığı camide ölü bulundu,Yaşam
Didim'de 28 Yaşındaki Gencin Cansız Bedenini Arkadaşları Buldu,Yaşam
Antalya'da 15 Yaşındaki Çocuk Bahçede Ölü Bulundu,Yaşam
"Fidye İçin Kaçırılan Suriyeli Genç, 3 Saatlik Operasyonla Kurtarıldı",Yaşam
Erzurum'da Fetö'nün Asker Yapılanmasına Yönelik Operasyon,Yaşam
Kapkaç ve yankesicilere şafak operasyonu,Yaşam
İstanbul Merkezli 10 İlde 'Bylock' Yazışmaları Çözümlenen Fetö Zanlılarına Operasyon,Yaşam
"Gaziantep Şehitkamil İlçe Emniyet Müdürlüğü ekipleri, yasadışı silah üretimi yapan aderese yaptığı operasyonda, silah yapımında kullanılan malzeme ve mühimmat ele geçirdi.",Yaşam
